	antennas	IF	scan	scantime	scansource	DRArr	DLArr
48	PT	1	5	20.18194580078125	3C345	0j	0j
49	SC	1	5	20.18194580078125	3C345	0j	0j
50	BR	1	6	20.71527862548828	1633+382	0j	0j
51	FD	1	6	20.71527862548828	1633+382	0j	0j
52	HN	1	6	20.71527862548828	1633+382	(9.855694090959644e-07+1.9365177342403157e-06j)	(-2.7527457584687795e-06-5.3251310533019486e-06j)
53	KP	1	6	20.71527862548828	1633+382	0j	0j
54	LA	1	6	20.71527862548828	1633+382	(1.214244691923479e-06+1.1912133973049742e-07j)	(8.440443646726659e-07-1.134744687443633e-06j)
55	MK	1	6	20.71527862548828	1633+382	0j	0j
56	NL	1	6	20.71527862548828	1633+382	0j	0j
57	OV	1	6	20.71527862548828	1633+382	0j	0j
58	PT	1	6	20.71527862548828	1633+382	0j	0j
59	SC	1	6	20.71527862548828	1633+382	0j	0j
60	BR	1	7	20.76388931274414	3C345	0j	0j
61	FD	1	7	20.76388931274414	3C345	0j	0j
62	HN	1	7	20.76388931274414	3C345	0j	0j
63	KP	1	7	20.76388931274414	3C345	(7.84987759148734e-06-6.087956529686289e-06j)	(8.54944289495297e-06+1.5155639651051811e-06j)
64	LA	1	7	20.76388931274414	3C345	0j	0j
65	MK	1	7	20.76388931274414	3C345	0j	0j
66	NL	1	7	20.76388931274414	3C345	0j	0j
67	OV	1	7	20.76388931274414	3C345	(-3.5059142083559665e-06+1.0704446926943378e-06j)	(-3.2004822090309923e-06-5.286292900027168e-06j)
68	PT	1	7	20.76388931274414	3C345	0j	0j
69	SC	1	7	20.76388931274414	3C345	0j	0j
70	BR	1	8	21.26388931274414	1633+382	0j	0j
71	FD	1	8	21.26388931274414	1633+382	0j	0j
72	HN	1	8	21.26388931274414	1633+382	0j	0j
73	KP	1	8	21.26388931274414	1633+382	(-1.2416580793450118e-08-1.188726242921851e-06j)	(-1.032925673021538e-06+2.347340170070545e-06j)
74	LA	1	8	21.26388931274414	1633+382	0j	0j
75	MK	1	8	21.26388931274414	1633+382	0j	0j
76	NL	1	8	21.26388931274414	1633+382	0j	0j
77	OV	1	8	21.26388931274414	1633+382	0j	0j
78	PT	1	8	21.26388931274414	1633+382	0j	0j
79	SC	1	8	21.26388931274414	1633+382	(4.932443088476267e-06+5.775601888807567e-06j)	(5.325998006769623e-06-4.302040409117443e-06j)
80	BR	1	9	21.3125	3C345	0j	0j
81	FD	1	9	21.3125	3C345	0j	0j
82	HN	1	9	21.3125	3C345	0j	0j
83	KP	1	9	21.3125	3C345	0j	0j
84	LA	1	9	21.3125	3C345	(7.949545361441221e-07-2.2830528126258952e-06j)	(-3.847590124288785e-07-3.86809143894078e-06j)
85	MK	1	9	21.3125	3C345	0j	0j
86	NL	1	9	21.3125	3C345	(-1.1691896264454026e-06+5.392935285532495e-06j)	(2.409357697479318e-06-7.039474041953317e-07j)
87	OV	1	9	21.3125	3C345	0j	0j
88	PT	1	9	21.3125	3C345	0j	0j
89	SC	1	9	21.3125	3C345	0j	0j
90	BR	1	10	21.794443130493164	1633+382	(3.7723225597839285e-07-2.539914428923467e-06j)	(-2.3070457396753903e-06-3.0664270854450446e-07j)
91	FD	1	10	21.794443130493164	1633+382	0j	0j
92	HN	1	10	21.794443130493164	1633+382	(-2.959564520422575e-06-6.371838583248092e-06j)	(-1.898305495123829e-06+3.6090446172737022e-06j)
93	KP	1	10	21.794443130493164	1633+382	0j	0j
94	LA	1	10	21.794443130493164	1633+382	0j	0j
95	MK	1	10	21.794443130493164	1633+382	0j	0j
96	NL	1	10	21.794443130493164	1633+382	0j	0j
97	OV	1	10	21.794443130493164	1633+382	0j	0j
98	PT	1	10	21.794443130493164	1633+382	0j	0j
99	SC	1	10	21.794443130493164	1633+382	0j	0j
100	BR	1	11	21.844444274902344	3C345	0j	0j
101	FD	1	11	21.844444274902344	3C345	0j	0j
102	HN	1	11	21.844444274902344	3C345	0j	0j
103	KP	1	11	21.844444274902344	3C345	(2.1417046889770557e-06+3.7271833883660283e-06j)	(-8.54336674570204e-06+6.025225554813332e-06j)
104	LA	1	11	21.844444274902344	3C345	0j	0j
105	MK	1	11	21.844444274902344	3C345	0j	0j
106	NL	1	11	21.844444274902344	3C345	0j	0j
107	OV	1	11	21.844444274902344	3C345	0j	0j
108	PT	1	11	21.844444274902344	3C345	0j	0j
109	SC	1	11	21.844444274902344	3C345	(8.403038692637197e-06-5.815583474135471e-06j)	(6.568809550655798e-06-9.747388071377611e-06j)
110	BR	1	12	22.287500381469727	CTA102	(6.349020582581375e-06+7.980850470620748e-06j)	(-7.883855074053144e-06+3.1442413974628824e-07j)
111	FD	1	12	22.287500381469727	CTA102	(-1.4512044433889553e-06+3.607752857081722e-06j)	(3.5703431552118856e-06+1.0259330848701254e-05j)
112	HN	1	12	22.287500381469727	CTA102	0j	0j
113	KP	1	12	22.287500381469727	CTA102	0j	0j
114	LA	1	12	22.287500381469727	CTA102	0j	0j
115	MK	1	12	22.287500381469727	CTA102	0j	0j
116	NL	1	12	22.287500381469727	CTA102	0j	0j
117	OV	1	12	22.287500381469727	CTA102	0j	0j
118	PT	1	12	22.287500381469727	CTA102	0j	0j
119	SC	1	12	22.287500381469727	CTA102	0j	0j
120	BR	1	13	22.359722137451172	3C454.3	0j	0j
121	FD	1	13	22.359722137451172	3C454.3	0j	0j
122	HN	1	13	22.359722137451172	3C454.3	0j	0j
123	KP	1	13	22.359722137451172	3C454.3	0j	0j
124	LA	1	13	22.359722137451172	3C454.3	0j	0j
125	MK	1	13	22.359722137451172	3C454.3	(-1.026903558539411e-05+5.691276561094507e-06j)	(-1.9553095909164366e-05+1.2068354278302096e-05j)
126	NL	1	13	22.359722137451172	3C454.3	0j	0j
127	OV	1	13	22.359722137451172	3C454.3	0j	0j
128	PT	1	13	22.359722137451172	3C454.3	0j	0j
129	SC	1	13	22.359722137451172	3C454.3	(7.000034122628404e-06+7.711366314458682e-06j)	(2.332183000179813e-06-2.5017517598195217e-06j)
130	BR	1	14	22.509723663330078	1633+382	0j	0j
131	FD	1	14	22.509723663330078	1633+382	(2.826600499590436e-06-1.175042988830303e-06j)	(-1.9569835576591242e-06-3.6732323924458905e-07j)
132	HN	1	14	22.509723663330078	1633+382	0j	0j
133	KP	1	14	22.509723663330078	1633+382	0j	0j
134	LA	1	14	22.509723663330078	1633+382	0j	0j
135	MK	1	14	22.509723663330078	1633+382	0j	0j
136	NL	1	14	22.509723663330078	1633+382	0j	0j
137	OV	1	14	22.509723663330078	1633+382	(-8.544226855768841e-07+8.397226211327403e-07j)	(9.701005013142006e-07-7.58095469716042e-08j)
138	PT	1	14	22.509723663330078	1633+382	0j	0j
139	SC	1	14	22.509723663330078	1633+382	0j	0j
140	BR	1	15	22.559722900390625	3C345	0j	0j
141	FD	1	15	22.559722900390625	3C345	0j	0j
142	HN	1	15	22.559722900390625	3C345	0j	0j
143	KP	1	15	22.559722900390625	3C345	0j	0j
144	LA	1	15	22.559722900390625	3C345	0j	0j
145	MK	1	15	22.559722900390625	3C345	(-8.596838758734293e-06-2.450903381616895e-06j)	(-2.466038097831786e-06-1.1298271656536676e-05j)
146	NL	1	15	22.559722900390625	3C345	0j	0j
147	OV	1	15	22.559722900390625	3C345	0j	0j
148	PT	1	15	22.559722900390625	3C345	(-8.961566007051687e-07-3.885053317048896e-06j)	(-4.507359889351633e-06+6.8322553949170686e-06j)
149	SC	1	15	22.559722900390625	3C345	0j	0j
150	BR	1	16	22.984722137451172	CTA102	0j	0j
151	FD	1	16	22.984722137451172	CTA102	(-4.005397169185204e-06+6.956019390657294e-07j)	(4.685585683978998e-06+1.5018948740892963e-06j)
152	HN	1	16	22.984722137451172	CTA102	0j	0j
153	KP	1	16	22.984722137451172	CTA102	0j	0j
154	LA	1	16	22.984722137451172	CTA102	0j	0j
155	MK	1	16	22.984722137451172	CTA102	0j	0j
156	NL	1	16	22.984722137451172	CTA102	0j	0j
157	OV	1	16	22.984722137451172	CTA102	(6.491850196150651e-06+6.94861750481629e-08j)	(-1.6665397893821872e-07-3.7245152544405115e-07j)
158	PT	1	16	22.984722137451172	CTA102	0j	0j
159	SC	1	16	22.984722137451172	CTA102	0j	0j
160	BR	1	17	23.049999237060547	3C454.3	0j	0j
161	FD	1	17	23.049999237060547	3C454.3	0j	0j
162	HN	1	17	23.049999237060547	3C454.3	0j	0j
163	KP	1	17	23.049999237060547	3C454.3	0j	0j
164	LA	1	17	23.049999237060547	3C454.3	0j	0j
165	MK	1	17	23.049999237060547	3C454.3	(5.655729852141632e-06+2.7997112709917943e-06j)	(-2.4186134632535655e-06+4.030597779102677e-06j)
166	NL	1	17	23.049999237060547	3C454.3	0j	0j
167	OV	1	17	23.049999237060547	3C454.3	0j	0j
168	PT	1	17	23.049999237060547	3C454.3	0j	0j
169	SC	1	17	23.049999237060547	3C454.3	(1.4109860057401526e-05+1.1513222516144189e-05j)	(-1.3797273268834074e-07-4.262213484450659e-06j)
170	BR	1	18	23.17500114440918	1633+382	0j	0j
171	FD	1	18	23.17500114440918	1633+382	(1.2986317264286248e-06+2.672999584544422e-07j)	(-6.456265976809912e-07+2.1964956856747663e-06j)
172	HN	1	18	23.17500114440918	1633+382	0j	0j
173	KP	1	18	23.17500114440918	1633+382	0j	0j
174	LA	1	18	23.17500114440918	1633+382	0j	0j
175	MK	1	18	23.17500114440918	1633+382	0j	0j
176	NL	1	18	23.17500114440918	1633+382	0j	0j
177	OV	1	18	23.17500114440918	1633+382	(2.2093832476702964e-06-1.333552065258328e-06j)	(1.8053806195255723e-06+4.744626190841427e-07j)
178	PT	1	18	23.17500114440918	1633+382	0j	0j
179	SC	1	18	23.17500114440918	1633+382	0j	0j
180	BR	1	19	23.22361183166504	3C345	0j	0j
181	FD	1	19	23.22361183166504	3C345	0j	0j
182	HN	1	19	23.22361183166504	3C345	0j	0j
183	KP	1	19	23.22361183166504	3C345	0j	0j
184	LA	1	19	23.22361183166504	3C345	0j	0j
185	MK	1	19	23.22361183166504	3C345	0j	0j
186	NL	1	19	23.22361183166504	3C345	(1.912755793354876e-06+5.898837638176619e-06j)	(1.1675934830311157e-05-1.1525627579457181e-05j)
187	OV	1	19	23.22361183166504	3C345	(3.803455633531733e-07-3.527296905560587e-06j)	(5.543050029604157e-06-1.796865688865284e-06j)
188	PT	1	19	23.22361183166504	3C345	0j	0j
189	SC	1	19	23.22361183166504	3C345	0j	0j
190	BR	1	20	23.63888931274414	CTA102	0j	0j
191	FD	1	20	23.63888931274414	CTA102	0j	0j
192	HN	1	20	23.63888931274414	CTA102	(3.8989571933131953e-07+5.9440763297260855e-06j)	(2.992329676097132e-06+1.6605538686599128e-06j)
193	KP	1	20	23.63888931274414	CTA102	0j	0j
194	LA	1	20	23.63888931274414	CTA102	0j	0j
195	MK	1	20	23.63888931274414	CTA102	(-3.466597064538465e-06-2.0294104772055594e-06j)	(-1.3979035113282828e-06-2.719076737895702e-06j)
196	NL	1	20	23.63888931274414	CTA102	0j	0j
197	OV	1	20	23.63888931274414	CTA102	0j	0j
198	PT	1	20	23.63888931274414	CTA102	0j	0j
199	SC	1	20	23.63888931274414	CTA102	0j	0j
200	BR	1	21	23.698612213134766	3C454.3	(5.151906094262343e-07-1.3295006888491502e-06j)	(-2.042568512007433e-06-1.0915885828776764e-06j)
201	FD	1	21	23.698612213134766	3C454.3	0j	0j
202	HN	1	21	23.698612213134766	3C454.3	0j	0j
203	KP	1	21	23.698612213134766	3C454.3	0j	0j
204	LA	1	21	23.698612213134766	3C454.3	0j	0j
205	MK	1	21	23.698612213134766	3C454.3	0j	0j
206	NL	1	21	23.698612213134766	3C454.3	0j	0j
207	OV	1	21	23.698612213134766	3C454.3	0j	0j
208	PT	1	21	23.698612213134766	3C454.3	0j	0j
209	SC	1	21	23.698612213134766	3C454.3	(2.0279717821472717e-05+1.0310158512357831e-05j)	(-4.136542134296456e-06+2.5224758543835474e-06j)
210	BR	1	22	23.84027862548828	1633+382	(-7.075069542606072e-07-3.848372724524204e-06j)	(-5.880943097471225e-07-2.53192171679672e-07j)
211	FD	1	22	23.84027862548828	1633+382	(-2.430429134929039e-06-4.914505724817871e-07j)	(-9.628120756798837e-07-2.236420179313806e-06j)
212	HN	1	22	23.84027862548828	1633+382	0j	0j
213	KP	1	22	23.84027862548828	1633+382	0j	0j
214	LA	1	22	23.84027862548828	1633+382	0j	0j
215	MK	1	22	23.84027862548828	1633+382	0j	0j
216	NL	1	22	23.84027862548828	1633+382	0j	0j
217	OV	1	22	23.84027862548828	1633+382	0j	0j
218	PT	1	22	23.84027862548828	1633+382	0j	0j
219	SC	1	22	23.84027862548828	1633+382	0j	0j
220	BR	1	23	23.90416717529297	3C345	0j	0j
221	FD	1	23	23.90416717529297	3C345	0j	0j
222	HN	1	23	23.90416717529297	3C345	0j	0j
223	KP	1	23	23.90416717529297	3C345	0j	0j
224	LA	1	23	23.90416717529297	3C345	(6.3343703812254555e-06-5.823599044469557e-06j)	(-5.330870478328349e-07-3.525370903551887e-07j)
225	MK	1	23	23.90416717529297	3C345	0j	0j
226	NL	1	23	23.90416717529297	3C345	0j	0j
227	OV	1	23	23.90416717529297	3C345	(5.633678179191817e-06-5.399218593400083e-06j)	(2.5382985204471236e-07-1.5526895691155007e-06j)
228	PT	1	23	23.90416717529297	3C345	0j	0j
229	SC	1	23	23.90416717529297	3C345	0j	0j
230	BR	1	24	24.29166603088379	CTA102	0j	0j
231	FD	1	24	24.29166603088379	CTA102	0j	0j
232	HN	1	24	24.29166603088379	CTA102	0j	0j
233	KP	1	24	24.29166603088379	CTA102	(2.3773012038819698e-07-2.0475963581283634e-07j)	(-9.34982490269506e-07-9.351615940791273e-07j)
234	LA	1	24	24.29166603088379	CTA102	0j	0j
235	MK	1	24	24.29166603088379	CTA102	0j	0j
236	NL	1	24	24.29166603088379	CTA102	0j	0j
237	OV	1	24	24.29166603088379	CTA102	(-4.394216760074848e-06-1.2674831944747166e-06j)	(-3.1004905949054653e-06-4.004477560094389e-06j)
238	PT	1	24	24.29166603088379	CTA102	0j	0j
239	SC	1	24	24.29166603088379	CTA102	0j	0j
240	BR	1	25	24.372222900390625	3C454.3	0j	0j
241	FD	1	25	24.372222900390625	3C454.3	(9.75944650990198e-07+1.8931936371643265e-06j)	(-2.45268247674442e-07+2.751150056229847e-06j)
242	HN	1	25	24.372222900390625	3C454.3	0j	0j
243	KP	1	25	24.372222900390625	3C454.3	0j	0j
244	LA	1	25	24.372222900390625	3C454.3	0j	0j
245	MK	1	25	24.372222900390625	3C454.3	0j	0j
246	NL	1	25	24.372222900390625	3C454.3	0j	0j
247	OV	1	25	24.372222900390625	3C454.3	0j	0j
248	PT	1	25	24.372222900390625	3C454.3	(1.9911277756097979e-07+1.931877150909862e-06j)	(-1.3424708560680396e-06+1.6006838624161535e-06j)
249	SC	1	25	24.372222900390625	3C454.3	0j	0j
250	BR	1	26	24.815277099609375	CTA102	(2.802636738558594e-06-1.2456442701996115e-05j)	(-2.1228581576786697e-06-7.445712415417502e-07j)
251	FD	1	26	24.815277099609375	CTA102	0j	0j
252	HN	1	26	24.815277099609375	CTA102	0j	0j
253	KP	1	26	24.815277099609375	CTA102	0j	0j
254	LA	1	26	24.815277099609375	CTA102	0j	0j
255	MK	1	26	24.815277099609375	CTA102	0j	0j
256	NL	1	26	24.815277099609375	CTA102	0j	0j
257	OV	1	26	24.815277099609375	CTA102	0j	0j
258	PT	1	26	24.815277099609375	CTA102	0j	0j
259	SC	1	26	24.815277099609375	CTA102	(7.620804009473903e-06+3.913506829768679e-06j)	(-3.0143288346647597e-07+9.973906232149477e-06j)
260	BR	1	27	24.879165649414062	3C454.3	0j	0j
261	FD	1	27	24.879165649414062	3C454.3	(7.799349586054754e-07-3.8979458880268465e-07j)	(-2.1210830212364357e-06+4.828970218938462e-07j)
262	HN	1	27	24.879165649414062	3C454.3	0j	0j
263	KP	1	27	24.879165649414062	3C454.3	0j	0j
264	LA	1	27	24.879165649414062	3C454.3	0j	0j
265	MK	1	27	24.879165649414062	3C454.3	0j	0j
266	NL	1	27	24.879165649414062	3C454.3	0j	0j
267	OV	1	27	24.879165649414062	3C454.3	0j	0j
268	PT	1	27	24.879165649414062	3C454.3	(2.8932675325068796e-06+8.77125268828978e-08j)	(-9.304421138548781e-08+8.16911054735331e-08j)
269	SC	1	27	24.879165649414062	3C454.3	0j	0j
270	BR	1	28	25.13888931274414	CTA102	0j	0j
271	FD	1	28	25.13888931274414	CTA102	0j	0j
272	HN	1	28	25.13888931274414	CTA102	0j	0j
273	KP	1	28	25.13888931274414	CTA102	0j	0j
274	LA	1	28	25.13888931274414	CTA102	(2.206281845768631e-06+4.332892251508568e-06j)	(-5.253928203996141e-06-1.6962524548088606e-06j)
275	MK	1	28	25.13888931274414	CTA102	0j	0j
276	NL	1	28	25.13888931274414	CTA102	0j	0j
277	OV	1	28	25.13888931274414	CTA102	(-2.16183185930477e-06-2.6919740041658846e-06j)	(1.4563919085567569e-06+1.542171088714831e-06j)
278	PT	1	28	25.13888931274414	CTA102	0j	0j
279	SC	1	28	25.13888931274414	CTA102	0j	0j
280	BR	1	29	25.219444274902344	3C454.3	0j	0j
281	FD	1	29	25.219444274902344	3C454.3	(3.967713559641067e-06-7.467368280693986e-07j)	(-3.7698082760943326e-06+1.8300607986442373e-06j)
282	HN	1	29	25.219444274902344	3C454.3	0j	0j
283	KP	1	29	25.219444274902344	3C454.3	0j	0j
284	LA	1	29	25.219444274902344	3C454.3	0j	0j
285	MK	1	29	25.219444274902344	3C454.3	0j	0j
286	NL	1	29	25.219444274902344	3C454.3	0j	0j
287	OV	1	29	25.219444274902344	3C454.3	(-1.9432303743934796e-06-2.3017272955715822e-08j)	(-2.924242597040082e-06+4.7470042037985767e-07j)
288	PT	1	29	25.219444274902344	3C454.3	0j	0j
289	SC	1	29	25.219444274902344	3C454.3	0j	0j
290	BR	1	30	25.545833587646484	CTA102	0j	0j
291	FD	1	30	25.545833587646484	CTA102	0j	0j
292	HN	1	30	25.545833587646484	CTA102	0j	0j
293	KP	1	30	25.545833587646484	CTA102	(8.770990681063982e-07+2.6809544520636666e-06j)	(-1.4332497742898899e-06+2.721027533713547e-06j)
294	LA	1	30	25.545833587646484	CTA102	0j	0j
295	MK	1	30	25.545833587646484	CTA102	0j	0j
296	NL	1	30	25.545833587646484	CTA102	0j	0j
297	OV	1	30	25.545833587646484	CTA102	0j	0j
298	PT	1	30	25.545833587646484	CTA102	0j	0j
299	SC	1	30	25.545833587646484	CTA102	(1.2525958823304883e-05+4.426916733800918e-06j)	(-9.166588030299124e-06-7.717614901054893e-06j)
300	BR	1	31	25.615280151367188	3C454.3	0j	0j
301	FD	1	31	25.615280151367188	3C454.3	0j	0j
302	HN	1	31	25.615280151367188	3C454.3	0j	0j
303	KP	1	31	25.615280151367188	3C454.3	(5.546217932705362e-07-3.1774333869267154e-07j)	(-2.2406706400201003e-06+1.2788868270093844e-06j)
304	LA	1	31	25.615280151367188	3C454.3	0j	0j
305	MK	1	31	25.615280151367188	3C454.3	0j	0j
306	NL	1	31	25.615280151367188	3C454.3	0j	0j
307	OV	1	31	25.615280151367188	3C454.3	(8.423540312103646e-07+1.0163190165318106e-06j)	(1.6492108135797803e-06-5.975553305499463e-07j)
308	PT	1	31	25.615280151367188	3C454.3	0j	0j
309	SC	1	31	25.615280151367188	3C454.3	0j	0j
310	BR	1	32	26.04166603088379	3C454.3	(1.0497456336368673e-06+2.1412659879005355e-06j)	(5.246934325442946e-06-6.773386807067639e-06j)
311	FD	1	32	26.04166603088379	3C454.3	0j	0j
312	HN	1	32	26.04166603088379	3C454.3	0j	0j
313	KP	1	32	26.04166603088379	3C454.3	0j	0j
314	LA	1	32	26.04166603088379	3C454.3	0j	0j
315	MK	1	32	26.04166603088379	3C454.3	0j	0j
316	NL	1	32	26.04166603088379	3C454.3	(-3.539183065994486e-06+1.0313867750737833e-06j)	(4.450914677140488e-07-3.996611323190923e-06j)
317	OV	1	32	26.04166603088379	3C454.3	0j	0j
318	PT	1	32	26.04166603088379	3C454.3	0j	0j
319	SC	1	32	26.04166603088379	3C454.3	0j	0j
320	BR	1	33	26.28611183166504	CTA102	0j	0j
321	FD	1	33	26.28611183166504	CTA102	0j	0j
322	HN	1	33	26.28611183166504	CTA102	0j	0j
323	KP	1	33	26.28611183166504	CTA102	0j	0j
324	LA	1	33	26.28611183166504	CTA102	(2.7397939601369717e-06-1.402770582647551e-06j)	(9.014789824560089e-07+4.4004108245570523e-07j)
325	MK	1	33	26.28611183166504	CTA102	0j	0j
326	NL	1	33	26.28611183166504	CTA102	0j	0j
327	OV	1	33	26.28611183166504	CTA102	0j	0j
328	PT	1	33	26.28611183166504	CTA102	0j	0j
329	SC	1	33	26.28611183166504	CTA102	(-5.6231917120264395e-06-9.610810071729281e-06j)	(-8.212282308764038e-06-2.999412757208587e-06j)
330	BR	1	34	26.358333587646484	3C454.3	0j	0j
331	FD	1	34	26.358333587646484	3C454.3	0j	0j
332	HN	1	34	26.358333587646484	3C454.3	0j	0j
333	KP	1	34	26.358333587646484	3C454.3	0j	0j
334	LA	1	34	26.358333587646484	3C454.3	(1.313054557026649e-07-1.2945208051612823e-06j)	(-1.1798564801079273e-06+9.284708576513621e-09j)
335	MK	1	34	26.358333587646484	3C454.3	0j	0j
336	NL	1	34	26.358333587646484	3C454.3	0j	0j
337	OV	1	34	26.358333587646484	3C454.3	0j	0j
338	PT	1	34	26.358333587646484	3C454.3	(6.96050678029182e-07-4.332034957258129e-07j)	(-5.158553628268349e-07-7.920146147191737e-07j)
339	SC	1	34	26.358333587646484	3C454.3	0j	0j
340	BR	1	35	26.941665649414062	CTA102	(-1.7056807813871155e-06+5.988605863068153e-06j)	(-2.1439661665883483e-06+7.2242161547865245e-06j)
341	FD	1	35	26.941665649414062	CTA102	0j	0j
342	HN	1	35	26.941665649414062	CTA102	0j	0j
343	KP	1	35	26.941665649414062	CTA102	(3.378670804060073e-06-4.734772023357419e-06j)	(-5.391409937360192e-06-1.209462414130223e-06j)
344	LA	1	35	26.941665649414062	CTA102	0j	0j
345	MK	1	35	26.941665649414062	CTA102	0j	0j
346	NL	1	35	26.941665649414062	CTA102	0j	0j
347	OV	1	35	26.941665649414062	CTA102	0j	0j
348	PT	1	35	26.941665649414062	CTA102	0j	0j
349	SC	1	35	26.941665649414062	CTA102	0j	0j
350	BR	1	36	27.008331298828125	3C454.3	0j	0j
351	FD	1	36	27.008331298828125	3C454.3	0j	0j
352	HN	1	36	27.008331298828125	3C454.3	0j	0j
353	KP	1	36	27.008331298828125	3C454.3	0j	0j
354	LA	1	36	27.008331298828125	3C454.3	0j	0j
355	MK	1	36	27.008331298828125	3C454.3	0j	0j
356	NL	1	36	27.008331298828125	3C454.3	0j	0j
357	OV	1	36	27.008331298828125	3C454.3	(-8.253834984851953e-07-1.405693148140601e-06j)	(1.4783545540314412e-06+1.6324920245367988e-06j)
358	PT	1	36	27.008331298828125	3C454.3	(1.1717271627345637e-07+2.0789684070856585e-07j)	(1.5652663767248978e-07-7.950187991088857e-07j)
359	SC	1	36	27.008331298828125	3C454.3	0j	0j
360	BR	1	37	27.656944274902344	CTA102	0j	0j
361	FD	1	37	27.656944274902344	CTA102	0j	0j
362	HN	1	37	27.656944274902344	CTA102	(1.2334316527562032e-06-4.215265350292933e-06j)	(-3.504437546170952e-06+3.4020091337592903e-06j)
363	KP	1	37	27.656944274902344	CTA102	(-9.789300535153843e-07+1.262486359742292e-06j)	(3.2405711873845e-06-1.3157729413527898e-06j)
364	LA	1	37	27.656944274902344	CTA102	0j	0j
365	MK	1	37	27.656944274902344	CTA102	0j	0j
366	NL	1	37	27.656944274902344	CTA102	0j	0j
367	OV	1	37	27.656944274902344	CTA102	0j	0j
368	PT	1	37	27.656944274902344	CTA102	0j	0j
369	SC	1	37	27.656944274902344	CTA102	0j	0j
370	BR	1	38	27.72222137451172	3C454.3	0j	0j
371	FD	1	38	27.72222137451172	3C454.3	(1.8616358040689218e-06-2.136941418795146e-06j)	(1.062396721191462e-06-2.1544304970782426e-06j)
372	HN	1	38	27.72222137451172	3C454.3	0j	0j
373	KP	1	38	27.72222137451172	3C454.3	0j	0j
