	antennas	IF	scan	scantime	scansource	DRArr	DLArr
43	KP	1	5	20.18194580078125	3C345	(3.2215641500787567e-06-2.6460958365424993e-06j)	(-6.162717654361563e-06+9.039627680911835e-06j)
44	LA	1	5	20.18194580078125	3C345	(-2.9925939200920165e-06+1.857590040080986e-07j)	(-2.796591245848843e-06-3.412775157165033e-06j)
45	MK	1	5	20.18194580078125	3C345	0j	0j
46	NL	1	5	20.18194580078125	3C345	0j	0j
47	OV	1	5	20.18194580078125	3C345	0j	0j
48	PT	1	5	20.18194580078125	3C345	0j	0j
49	SC	1	5	20.18194580078125	3C345	0j	0j
50	BR	1	6	20.71527862548828	1633+382	0j	0j
51	FD	1	6	20.71527862548828	1633+382	0j	0j
52	HN	1	6	20.71527862548828	1633+382	(-7.194575250320584e-07+5.58003577952722e-06j)	(2.521974482595746e-06+3.392621255057943e-06j)
53	KP	1	6	20.71527862548828	1633+382	0j	0j
54	LA	1	6	20.71527862548828	1633+382	(6.917306707921246e-07-1.050467997848387e-06j)	(2.224421092171118e-06+1.7520603590118223e-06j)
55	MK	1	6	20.71527862548828	1633+382	0j	0j
56	NL	1	6	20.71527862548828	1633+382	0j	0j
57	OV	1	6	20.71527862548828	1633+382	0j	0j
58	PT	1	6	20.71527862548828	1633+382	0j	0j
59	SC	1	6	20.71527862548828	1633+382	0j	0j
60	BR	1	7	20.76388931274414	3C345	0j	0j
61	FD	1	7	20.76388931274414	3C345	0j	0j
62	HN	1	7	20.76388931274414	3C345	0j	0j
63	KP	1	7	20.76388931274414	3C345	(-2.687803720220748e-06+5.487375350698513e-09j)	(-7.833318119179605e-07+6.912539989118203e-06j)
64	LA	1	7	20.76388931274414	3C345	0j	0j
65	MK	1	7	20.76388931274414	3C345	0j	0j
66	NL	1	7	20.76388931274414	3C345	0j	0j
67	OV	1	7	20.76388931274414	3C345	(1.5200839569455518e-07+1.2731481007422922e-06j)	(-9.129962857773149e-06+5.616861608075756e-06j)
68	PT	1	7	20.76388931274414	3C345	0j	0j
69	SC	1	7	20.76388931274414	3C345	0j	0j
70	BR	1	8	21.26388931274414	1633+382	0j	0j
71	FD	1	8	21.26388931274414	1633+382	0j	0j
72	HN	1	8	21.26388931274414	1633+382	0j	0j
73	KP	1	8	21.26388931274414	1633+382	(-7.087721226960073e-06-2.4270937201506005e-06j)	(7.3065747892666294e-06+2.378080271071052e-06j)
74	LA	1	8	21.26388931274414	1633+382	0j	0j
75	MK	1	8	21.26388931274414	1633+382	0j	0j
76	NL	1	8	21.26388931274414	1633+382	0j	0j
77	OV	1	8	21.26388931274414	1633+382	0j	0j
78	PT	1	8	21.26388931274414	1633+382	0j	0j
79	SC	1	8	21.26388931274414	1633+382	(2.2586775148463727e-06-1.249652765811496e-06j)	(2.5077026695375127e-06+6.903197655175722e-07j)
80	BR	1	9	21.3125	3C345	0j	0j
81	FD	1	9	21.3125	3C345	0j	0j
82	HN	1	9	21.3125	3C345	0j	0j
83	KP	1	9	21.3125	3C345	0j	0j
84	LA	1	9	21.3125	3C345	(-2.1588712792239436e-07+2.5738928859708043e-06j)	(-1.524999009023613e-06+5.083001114956912e-06j)
85	MK	1	9	21.3125	3C345	0j	0j
86	NL	1	9	21.3125	3C345	(9.728530885392236e-07-4.712188168565446e-06j)	(-3.2061659863862402e-06+1.4437301512908972e-05j)
87	OV	1	9	21.3125	3C345	0j	0j
88	PT	1	9	21.3125	3C345	0j	0j
89	SC	1	9	21.3125	3C345	0j	0j
90	BR	1	10	21.794443130493164	1633+382	(2.727616652823449e-06+2.9286018458597508e-06j)	(1.5475130862600616e-06-3.1894857107225807e-06j)
91	FD	1	10	21.794443130493164	1633+382	0j	0j
92	HN	1	10	21.794443130493164	1633+382	(-2.2300777235062485e-06+3.131814395765589e-06j)	(2.558902983564423e-06+5.256610124675715e-06j)
93	KP	1	10	21.794443130493164	1633+382	0j	0j
94	LA	1	10	21.794443130493164	1633+382	0j	0j
95	MK	1	10	21.794443130493164	1633+382	0j	0j
96	NL	1	10	21.794443130493164	1633+382	0j	0j
97	OV	1	10	21.794443130493164	1633+382	0j	0j
98	PT	1	10	21.794443130493164	1633+382	0j	0j
99	SC	1	10	21.794443130493164	1633+382	0j	0j
100	BR	1	11	21.844444274902344	3C345	0j	0j
101	FD	1	11	21.844444274902344	3C345	0j	0j
102	HN	1	11	21.844444274902344	3C345	0j	0j
103	KP	1	11	21.844444274902344	3C345	(-1.909272020930954e-06-1.8927250638314324e-07j)	(3.0470058781120368e-06-2.285706603292985e-06j)
104	LA	1	11	21.844444274902344	3C345	0j	0j
105	MK	1	11	21.844444274902344	3C345	0j	0j
106	NL	1	11	21.844444274902344	3C345	0j	0j
107	OV	1	11	21.844444274902344	3C345	0j	0j
108	PT	1	11	21.844444274902344	3C345	0j	0j
109	SC	1	11	21.844444274902344	3C345	(5.9519824887042765e-06+1.833979066743335e-06j)	(6.524542668512982e-06+1.1527770399140217e-05j)
110	BR	1	12	22.287500381469727	CTA102	(9.047756658704963e-06+1.178899278156798e-06j)	(4.299556732854983e-06+2.785573097562285e-07j)
111	FD	1	12	22.287500381469727	CTA102	(-6.857095188802486e-06-9.865979269961565e-06j)	(-3.119167455733097e-06-1.5448718167408483e-06j)
112	HN	1	12	22.287500381469727	CTA102	0j	0j
113	KP	1	12	22.287500381469727	CTA102	0j	0j
114	LA	1	12	22.287500381469727	CTA102	0j	0j
115	MK	1	12	22.287500381469727	CTA102	0j	0j
116	NL	1	12	22.287500381469727	CTA102	0j	0j
117	OV	1	12	22.287500381469727	CTA102	0j	0j
118	PT	1	12	22.287500381469727	CTA102	0j	0j
119	SC	1	12	22.287500381469727	CTA102	0j	0j
120	BR	1	13	22.359722137451172	3C454.3	0j	0j
121	FD	1	13	22.359722137451172	3C454.3	0j	0j
122	HN	1	13	22.359722137451172	3C454.3	0j	0j
123	KP	1	13	22.359722137451172	3C454.3	0j	0j
124	LA	1	13	22.359722137451172	3C454.3	0j	0j
125	MK	1	13	22.359722137451172	3C454.3	(-8.822365853333557e-07+6.265683013120396e-06j)	(1.8923320880162178e-05+1.4094368560966468e-05j)
126	NL	1	13	22.359722137451172	3C454.3	0j	0j
127	OV	1	13	22.359722137451172	3C454.3	0j	0j
128	PT	1	13	22.359722137451172	3C454.3	0j	0j
129	SC	1	13	22.359722137451172	3C454.3	(1.247771053634917e-05+8.21194243247659e-06j)	(7.0471236981508846e-06+2.513995555177113e-06j)
130	BR	1	14	22.509723663330078	1633+382	0j	0j
131	FD	1	14	22.509723663330078	1633+382	(2.1510658656906086e-06-3.5227985587282764e-06j)	(6.916757016264569e-07+5.146081732425059e-07j)
132	HN	1	14	22.509723663330078	1633+382	0j	0j
133	KP	1	14	22.509723663330078	1633+382	0j	0j
134	LA	1	14	22.509723663330078	1633+382	0j	0j
135	MK	1	14	22.509723663330078	1633+382	0j	0j
136	NL	1	14	22.509723663330078	1633+382	0j	0j
137	OV	1	14	22.509723663330078	1633+382	(3.1198910422205715e-06+1.2071153775170097e-06j)	(-5.059749982497125e-07+2.5433834528897672e-06j)
138	PT	1	14	22.509723663330078	1633+382	0j	0j
139	SC	1	14	22.509723663330078	1633+382	0j	0j
140	BR	1	15	22.559722900390625	3C345	0j	0j
141	FD	1	15	22.559722900390625	3C345	0j	0j
142	HN	1	15	22.559722900390625	3C345	0j	0j
143	KP	1	15	22.559722900390625	3C345	0j	0j
144	LA	1	15	22.559722900390625	3C345	0j	0j
145	MK	1	15	22.559722900390625	3C345	(1.4953655812175872e-05-1.241723001107187e-05j)	(-9.764948395046636e-06+1.734722625955183e-05j)
146	NL	1	15	22.559722900390625	3C345	0j	0j
147	OV	1	15	22.559722900390625	3C345	0j	0j
148	PT	1	15	22.559722900390625	3C345	(-3.4767337209665286e-06-7.823590230440404e-06j)	(-2.8737976958157945e-06+6.9671174615417854e-06j)
149	SC	1	15	22.559722900390625	3C345	0j	0j
150	BR	1	16	22.984722137451172	CTA102	0j	0j
151	FD	1	16	22.984722137451172	CTA102	(-2.789569548942528e-06-7.634826098084162e-06j)	(5.327622467934771e-06+2.4013818515012435e-06j)
152	HN	1	16	22.984722137451172	CTA102	0j	0j
153	KP	1	16	22.984722137451172	CTA102	0j	0j
154	LA	1	16	22.984722137451172	CTA102	0j	0j
155	MK	1	16	22.984722137451172	CTA102	0j	0j
156	NL	1	16	22.984722137451172	CTA102	0j	0j
157	OV	1	16	22.984722137451172	CTA102	(1.6715071228703912e-06-4.57720737466021e-06j)	(-1.5053585865158847e-06+4.171163509605089e-06j)
158	PT	1	16	22.984722137451172	CTA102	0j	0j
159	SC	1	16	22.984722137451172	CTA102	0j	0j
160	BR	1	17	23.049999237060547	3C454.3	0j	0j
161	FD	1	17	23.049999237060547	3C454.3	0j	0j
162	HN	1	17	23.049999237060547	3C454.3	0j	0j
163	KP	1	17	23.049999237060547	3C454.3	0j	0j
164	LA	1	17	23.049999237060547	3C454.3	0j	0j
165	MK	1	17	23.049999237060547	3C454.3	(-1.580815038739326e-05+8.224958485115258e-06j)	(-1.011147740483783e-05-1.5378936502304925e-06j)
166	NL	1	17	23.049999237060547	3C454.3	0j	0j
167	OV	1	17	23.049999237060547	3C454.3	0j	0j
168	PT	1	17	23.049999237060547	3C454.3	0j	0j
169	SC	1	17	23.049999237060547	3C454.3	(1.2056702027049831e-05+4.018615163509134e-06j)	(-2.0856731701978187e-06-7.7221690773604e-06j)
170	BR	1	18	23.17500114440918	1633+382	0j	0j
171	FD	1	18	23.17500114440918	1633+382	(-1.6611524000515946e-07-1.7391532379579475e-07j)	(1.818869122640348e-06+8.55472930028512e-07j)
172	HN	1	18	23.17500114440918	1633+382	0j	0j
173	KP	1	18	23.17500114440918	1633+382	0j	0j
174	LA	1	18	23.17500114440918	1633+382	0j	0j
175	MK	1	18	23.17500114440918	1633+382	0j	0j
176	NL	1	18	23.17500114440918	1633+382	0j	0j
177	OV	1	18	23.17500114440918	1633+382	(-3.268601207785242e-06-2.1615860523578824e-06j)	(2.8280316050268684e-06-1.7729802366168637e-06j)
178	PT	1	18	23.17500114440918	1633+382	0j	0j
179	SC	1	18	23.17500114440918	1633+382	0j	0j
180	BR	1	19	23.22361183166504	3C345	0j	0j
181	FD	1	19	23.22361183166504	3C345	0j	0j
182	HN	1	19	23.22361183166504	3C345	0j	0j
183	KP	1	19	23.22361183166504	3C345	0j	0j
184	LA	1	19	23.22361183166504	3C345	0j	0j
185	MK	1	19	23.22361183166504	3C345	0j	0j
186	NL	1	19	23.22361183166504	3C345	(2.2316399304541517e-06+6.09863323694994e-06j)	(2.7106836575799326e-06+2.1501157654806e-06j)
187	OV	1	19	23.22361183166504	3C345	(4.9634804362747425e-06-8.271902458663193e-06j)	(2.6706693881892204e-06+5.534041000060893e-06j)
188	PT	1	19	23.22361183166504	3C345	0j	0j
189	SC	1	19	23.22361183166504	3C345	0j	0j
190	BR	1	20	23.63888931274414	CTA102	0j	0j
191	FD	1	20	23.63888931274414	CTA102	0j	0j
192	HN	1	20	23.63888931274414	CTA102	(-3.179393441823374e-07-1.8733567997369424e-06j)	(3.7424245692014916e-07+1.3615696577841905e-06j)
193	KP	1	20	23.63888931274414	CTA102	0j	0j
194	LA	1	20	23.63888931274414	CTA102	0j	0j
195	MK	1	20	23.63888931274414	CTA102	(2.458881398580998e-06-1.2981824289677173e-06j)	(9.58112270428932e-07+5.937713233615952e-06j)
196	NL	1	20	23.63888931274414	CTA102	0j	0j
197	OV	1	20	23.63888931274414	CTA102	0j	0j
198	PT	1	20	23.63888931274414	CTA102	0j	0j
199	SC	1	20	23.63888931274414	CTA102	0j	0j
200	BR	1	21	23.698612213134766	3C454.3	(1.7426215267313786e-06-3.6386508944255307e-06j)	(1.9796865898298977e-06-2.0813788894999435e-06j)
201	FD	1	21	23.698612213134766	3C454.3	0j	0j
202	HN	1	21	23.698612213134766	3C454.3	0j	0j
203	KP	1	21	23.698612213134766	3C454.3	0j	0j
204	LA	1	21	23.698612213134766	3C454.3	0j	0j
205	MK	1	21	23.698612213134766	3C454.3	0j	0j
206	NL	1	21	23.698612213134766	3C454.3	0j	0j
207	OV	1	21	23.698612213134766	3C454.3	0j	0j
208	PT	1	21	23.698612213134766	3C454.3	0j	0j
209	SC	1	21	23.698612213134766	3C454.3	(8.300400189242832e-07+8.297222285075013e-08j)	(7.160916830006601e-06-1.792780996295901e-05j)
210	BR	1	22	23.84027862548828	1633+382	(2.1937835866536042e-07+1.7374935054996344e-06j)	(4.4708322425476825e-06+4.22652711383802e-06j)
211	FD	1	22	23.84027862548828	1633+382	(3.063952878650537e-06-6.172302696825271e-07j)	(-6.19872660020375e-08-3.009209846255441e-07j)
212	HN	1	22	23.84027862548828	1633+382	0j	0j
213	KP	1	22	23.84027862548828	1633+382	0j	0j
214	LA	1	22	23.84027862548828	1633+382	0j	0j
215	MK	1	22	23.84027862548828	1633+382	0j	0j
216	NL	1	22	23.84027862548828	1633+382	0j	0j
217	OV	1	22	23.84027862548828	1633+382	0j	0j
218	PT	1	22	23.84027862548828	1633+382	0j	0j
219	SC	1	22	23.84027862548828	1633+382	0j	0j
220	BR	1	23	23.90416717529297	3C345	0j	0j
221	FD	1	23	23.90416717529297	3C345	0j	0j
222	HN	1	23	23.90416717529297	3C345	0j	0j
223	KP	1	23	23.90416717529297	3C345	0j	0j
224	LA	1	23	23.90416717529297	3C345	(5.309662427192496e-06-4.631634421294715e-06j)	(8.17482378643857e-07+3.6169872171867987e-06j)
225	MK	1	23	23.90416717529297	3C345	0j	0j
226	NL	1	23	23.90416717529297	3C345	0j	0j
227	OV	1	23	23.90416717529297	3C345	(-3.0349325066630463e-06+2.6320975960320383e-07j)	(2.616633656663033e-06+4.5155356311338265e-06j)
228	PT	1	23	23.90416717529297	3C345	0j	0j
229	SC	1	23	23.90416717529297	3C345	0j	0j
230	BR	1	24	24.29166603088379	CTA102	0j	0j
231	FD	1	24	24.29166603088379	CTA102	0j	0j
232	HN	1	24	24.29166603088379	CTA102	0j	0j
233	KP	1	24	24.29166603088379	CTA102	(-1.9955321921505814e-06-4.364498164527179e-06j)	(-7.1383648763313315e-06+4.362292731497666e-06j)
234	LA	1	24	24.29166603088379	CTA102	0j	0j
235	MK	1	24	24.29166603088379	CTA102	0j	0j
236	NL	1	24	24.29166603088379	CTA102	0j	0j
237	OV	1	24	24.29166603088379	CTA102	(-5.712720295834004e-06-7.207487088399902e-07j)	(4.14309467273256e-07+1.9081883379552894e-06j)
238	PT	1	24	24.29166603088379	CTA102	0j	0j
239	SC	1	24	24.29166603088379	CTA102	0j	0j
240	BR	1	25	24.372222900390625	3C454.3	0j	0j
241	FD	1	25	24.372222900390625	3C454.3	(1.6743929583369022e-06+3.4589086853078042e-06j)	(-2.8786452939985508e-06-3.7014936305912248e-06j)
242	HN	1	25	24.372222900390625	3C454.3	0j	0j
243	KP	1	25	24.372222900390625	3C454.3	0j	0j
244	LA	1	25	24.372222900390625	3C454.3	0j	0j
245	MK	1	25	24.372222900390625	3C454.3	0j	0j
246	NL	1	25	24.372222900390625	3C454.3	0j	0j
247	OV	1	25	24.372222900390625	3C454.3	0j	0j
248	PT	1	25	24.372222900390625	3C454.3	(1.4451637091531422e-06-2.7422492851907553e-06j)	(1.3825398089458263e-06-6.178335871723872e-07j)
249	SC	1	25	24.372222900390625	3C454.3	0j	0j
250	BR	1	26	24.815277099609375	CTA102	(-3.2786668512214146e-06+3.6424160964827677e-06j)	(-4.404037147513334e-06+1.1439655117942152e-05j)
251	FD	1	26	24.815277099609375	CTA102	0j	0j
252	HN	1	26	24.815277099609375	CTA102	0j	0j
253	KP	1	26	24.815277099609375	CTA102	0j	0j
254	LA	1	26	24.815277099609375	CTA102	0j	0j
255	MK	1	26	24.815277099609375	CTA102	0j	0j
256	NL	1	26	24.815277099609375	CTA102	0j	0j
257	OV	1	26	24.815277099609375	CTA102	0j	0j
258	PT	1	26	24.815277099609375	CTA102	0j	0j
259	SC	1	26	24.815277099609375	CTA102	(3.6122697472862092e-06+1.5954066469288563e-05j)	(-6.5410159868989195e-06-7.955370394460021e-06j)
260	BR	1	27	24.879165649414062	3C454.3	0j	0j
261	FD	1	27	24.879165649414062	3C454.3	(3.8636019169734055e-06+8.392562572694604e-08j)	(1.7995801429530777e-06+3.398893946616497e-06j)
262	HN	1	27	24.879165649414062	3C454.3	0j	0j
263	KP	1	27	24.879165649414062	3C454.3	0j	0j
264	LA	1	27	24.879165649414062	3C454.3	0j	0j
265	MK	1	27	24.879165649414062	3C454.3	0j	0j
266	NL	1	27	24.879165649414062	3C454.3	0j	0j
267	OV	1	27	24.879165649414062	3C454.3	0j	0j
268	PT	1	27	24.879165649414062	3C454.3	(-1.6719571913946065e-06+2.248065296619166e-06j)	(6.296282268004941e-07-8.234376325405925e-07j)
269	SC	1	27	24.879165649414062	3C454.3	0j	0j
270	BR	1	28	25.13888931274414	CTA102	0j	0j
271	FD	1	28	25.13888931274414	CTA102	0j	0j
272	HN	1	28	25.13888931274414	CTA102	0j	0j
273	KP	1	28	25.13888931274414	CTA102	0j	0j
274	LA	1	28	25.13888931274414	CTA102	(-6.878145466173531e-06-3.8042232353789813e-07j)	(-5.59961564736216e-06-6.4660513537125155e-06j)
275	MK	1	28	25.13888931274414	CTA102	0j	0j
276	NL	1	28	25.13888931274414	CTA102	0j	0j
277	OV	1	28	25.13888931274414	CTA102	(-3.4302010978671477e-06-4.753743567904817e-07j)	(-8.723376103849656e-06+1.3504656569497837e-07j)
278	PT	1	28	25.13888931274414	CTA102	0j	0j
279	SC	1	28	25.13888931274414	CTA102	0j	0j
280	BR	1	29	25.219444274902344	3C454.3	0j	0j
281	FD	1	29	25.219444274902344	3C454.3	(-2.0734516621904045e-06+1.1944799304797724e-07j)	(-1.7963744572512265e-07-2.2104374137532204e-06j)
282	HN	1	29	25.219444274902344	3C454.3	0j	0j
283	KP	1	29	25.219444274902344	3C454.3	0j	0j
284	LA	1	29	25.219444274902344	3C454.3	0j	0j
285	MK	1	29	25.219444274902344	3C454.3	0j	0j
286	NL	1	29	25.219444274902344	3C454.3	0j	0j
287	OV	1	29	25.219444274902344	3C454.3	(2.149702150479494e-06-7.725625958423242e-07j)	(1.9896185101573508e-06+5.3387934818325106e-06j)
288	PT	1	29	25.219444274902344	3C454.3	0j	0j
289	SC	1	29	25.219444274902344	3C454.3	0j	0j
290	BR	1	30	25.545833587646484	CTA102	0j	0j
291	FD	1	30	25.545833587646484	CTA102	0j	0j
292	HN	1	30	25.545833587646484	CTA102	0j	0j
293	KP	1	30	25.545833587646484	CTA102	(-1.6842505809699453e-06-1.3659760271013686e-06j)	(-2.11988972749366e-06-4.507773376664926e-06j)
294	LA	1	30	25.545833587646484	CTA102	0j	0j
295	MK	1	30	25.545833587646484	CTA102	0j	0j
296	NL	1	30	25.545833587646484	CTA102	0j	0j
297	OV	1	30	25.545833587646484	CTA102	0j	0j
298	PT	1	30	25.545833587646484	CTA102	0j	0j
299	SC	1	30	25.545833587646484	CTA102	(2.2423809881170616e-06+1.961511395819023e-05j)	(-1.754650434164002e-06-2.367791590235979e-06j)
300	BR	1	31	25.615280151367188	3C454.3	0j	0j
301	FD	1	31	25.615280151367188	3C454.3	0j	0j
302	HN	1	31	25.615280151367188	3C454.3	0j	0j
303	KP	1	31	25.615280151367188	3C454.3	(6.319138895811219e-06+5.308558241425974e-06j)	(1.1522753424672023e-06+3.6397867519259736e-06j)
304	LA	1	31	25.615280151367188	3C454.3	0j	0j
305	MK	1	31	25.615280151367188	3C454.3	0j	0j
306	NL	1	31	25.615280151367188	3C454.3	0j	0j
307	OV	1	31	25.615280151367188	3C454.3	(8.550867470093458e-07-5.298251768239491e-07j)	(-1.000884426638495e-06+5.714428648829695e-06j)
308	PT	1	31	25.615280151367188	3C454.3	0j	0j
309	SC	1	31	25.615280151367188	3C454.3	0j	0j
310	BR	1	32	26.04166603088379	3C454.3	(-3.4803437992561433e-06-5.919104645018528e-06j)	(1.4807153908585592e-07-9.027866293370041e-07j)
311	FD	1	32	26.04166603088379	3C454.3	0j	0j
312	HN	1	32	26.04166603088379	3C454.3	0j	0j
313	KP	1	32	26.04166603088379	3C454.3	0j	0j
314	LA	1	32	26.04166603088379	3C454.3	0j	0j
315	MK	1	32	26.04166603088379	3C454.3	0j	0j
316	NL	1	32	26.04166603088379	3C454.3	(-8.922074248057958e-07+1.636824864843964e-06j)	(-9.511566788872374e-07+1.5643170087779575e-06j)
317	OV	1	32	26.04166603088379	3C454.3	0j	0j
318	PT	1	32	26.04166603088379	3C454.3	0j	0j
319	SC	1	32	26.04166603088379	3C454.3	0j	0j
320	BR	1	33	26.28611183166504	CTA102	0j	0j
321	FD	1	33	26.28611183166504	CTA102	0j	0j
322	HN	1	33	26.28611183166504	CTA102	0j	0j
323	KP	1	33	26.28611183166504	CTA102	0j	0j
324	LA	1	33	26.28611183166504	CTA102	(1.4424299949392625e-06+2.689972783904713e-06j)	(-3.657850289422967e-06-1.6072419662466478e-06j)
325	MK	1	33	26.28611183166504	CTA102	0j	0j
326	NL	1	33	26.28611183166504	CTA102	0j	0j
327	OV	1	33	26.28611183166504	CTA102	0j	0j
328	PT	1	33	26.28611183166504	CTA102	0j	0j
329	SC	1	33	26.28611183166504	CTA102	(7.785380678298475e-06+6.287662228221705e-06j)	(-7.828717112629895e-06-2.8196217992481083e-06j)
330	BR	1	34	26.358333587646484	3C454.3	0j	0j
331	FD	1	34	26.358333587646484	3C454.3	0j	0j
332	HN	1	34	26.358333587646484	3C454.3	0j	0j
333	KP	1	34	26.358333587646484	3C454.3	0j	0j
334	LA	1	34	26.358333587646484	3C454.3	(7.818868583752234e-08+9.460939416326839e-07j)	(4.246581744674054e-06-2.8404388168077583e-06j)
335	MK	1	34	26.358333587646484	3C454.3	0j	0j
336	NL	1	34	26.358333587646484	3C454.3	0j	0j
337	OV	1	34	26.358333587646484	3C454.3	0j	0j
338	PT	1	34	26.358333587646484	3C454.3	(-1.6596336852802498e-06-6.233508945585839e-07j)	(1.6729511838773501e-06+3.628624442754069e-06j)
339	SC	1	34	26.358333587646484	3C454.3	0j	0j
340	BR	1	35	26.941665649414062	CTA102	(5.242891307437713e-06+3.4721969876761984e-06j)	(-1.269898710031003e-06-5.4160565349902465e-06j)
341	FD	1	35	26.941665649414062	CTA102	0j	0j
342	HN	1	35	26.941665649414062	CTA102	0j	0j
343	KP	1	35	26.941665649414062	CTA102	(-3.618315538575241e-06-1.2066542417870268e-06j)	(4.185896588437927e-06-4.503188853727302e-06j)
344	LA	1	35	26.941665649414062	CTA102	0j	0j
345	MK	1	35	26.941665649414062	CTA102	0j	0j
346	NL	1	35	26.941665649414062	CTA102	0j	0j
347	OV	1	35	26.941665649414062	CTA102	0j	0j
348	PT	1	35	26.941665649414062	CTA102	0j	0j
349	SC	1	35	26.941665649414062	CTA102	0j	0j
350	BR	1	36	27.008331298828125	3C454.3	0j	0j
351	FD	1	36	27.008331298828125	3C454.3	0j	0j
352	HN	1	36	27.008331298828125	3C454.3	0j	0j
353	KP	1	36	27.008331298828125	3C454.3	0j	0j
354	LA	1	36	27.008331298828125	3C454.3	0j	0j
355	MK	1	36	27.008331298828125	3C454.3	0j	0j
356	NL	1	36	27.008331298828125	3C454.3	0j	0j
357	OV	1	36	27.008331298828125	3C454.3	(4.1645514561816115e-06-3.959780087239617e-06j)	(-3.6185175355277705e-06+3.644322306521568e-06j)
358	PT	1	36	27.008331298828125	3C454.3	(-1.5903432229586532e-06-1.982035943158332e-06j)	(2.0556036646548844e-06+2.4622144949042176e-06j)
359	SC	1	36	27.008331298828125	3C454.3	0j	0j
360	BR	1	37	27.656944274902344	CTA102	0j	0j
361	FD	1	37	27.656944274902344	CTA102	0j	0j
362	HN	1	37	27.656944274902344	CTA102	(-4.3529801373733305e-06+3.6379279059208013e-06j)	(-5.528138799916631e-06-2.415660128871163e-06j)
363	KP	1	37	27.656944274902344	CTA102	(2.4577594524992466e-06+3.5258033655097707e-06j)	(9.755138643329905e-06-2.8771309501825477e-06j)
364	LA	1	37	27.656944274902344	CTA102	0j	0j
365	MK	1	37	27.656944274902344	CTA102	0j	0j
366	NL	1	37	27.656944274902344	CTA102	0j	0j
367	OV	1	37	27.656944274902344	CTA102	0j	0j
368	PT	1	37	27.656944274902344	CTA102	0j	0j
369	SC	1	37	27.656944274902344	CTA102	0j	0j
370	BR	1	38	27.72222137451172	3C454.3	0j	0j
371	FD	1	38	27.72222137451172	3C454.3	(-4.286135466359561e-07+5.27458731633612e-07j)	(-1.3399775276946826e-06+1.1243533291103527e-06j)
372	HN	1	38	27.72222137451172	3C454.3	0j	0j
373	KP	1	38	27.72222137451172	3C454.3	0j	0j
